,sex,has_mobile,followers_count,graduation,relation,result,declared_langs,num_langs,city_freq,edu_Alumnus (Bachelor's),edu_Alumnus (Master's),edu_Alumnus (Specialist),edu_Candidate of Sciences,edu_PhD,edu_Student (Bachelor's),edu_Student (Master's),edu_Student (Specialist),edu_Undergraduate applicant,form_Distance Learning,form_Full-time,form_Part-time,form_nan,occ_university,occ_work,occ_nan
1599,1,1.0,46.0,2010.0,0.0,1,0,1.0,21.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1600,1,1.0,125.0,0.0,0.0,0,1,1.0,5.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1601,0,1.0,715.0,2018.0,0.0,1,0,1.0,84.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1602,0,1.0,313.0,1990.0,4.0,1,1,3.0,101.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1603,1,1.0,454.0,1969.0,4.0,0,1,1.0,8.0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
1604,0,1.0,626.0,2015.0,4.0,1,1,1.0,12.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1605,1,1.0,51.0,2017.0,4.0,0,1,1.0,1371.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1606,1,1.0,329.0,2014.0,3.0,0,1,2.0,1010.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1607,0,1.0,313.0,2002.0,4.0,1,1,1.0,101.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1608,1,1.0,378.0,0.0,1.0,0,1,1.0,219.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
1609,1,1.0,283.0,2011.0,4.0,0,1,1.0,17.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1610,1,1.0,145.0,2006.0,4.0,0,1,1.0,27.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1611,1,1.0,385.0,2014.0,1.0,0,0,1.0,108.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1612,1,1.0,189.0,2016.0,0.0,0,1,1.0,23.0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
1613,0,1.0,213.0,2006.0,4.0,1,1,1.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1614,0,1.0,690.0,0.0,0.0,1,0,1.0,1371.0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1615,0,1.0,601.0,2010.0,1.0,1,1,2.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1616,0,1.0,124.0,2017.0,4.0,1,1,3.0,1371.0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1617,0,1.0,236.0,2012.0,1.0,1,1,1.0,19.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1618,1,1.0,31.0,2002.0,1.0,0,1,1.0,6.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1619,1,1.0,23.0,2010.0,0.0,0,1,3.0,105.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1620,1,1.0,61.0,2007.0,4.0,0,0,1.0,41.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1621,1,1.0,63.0,2001.0,0.0,0,0,1.0,35.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1622,1,1.0,27.0,2007.0,0.0,0,0,1.0,15.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1623,1,1.0,112.0,2012.0,0.0,0,1,1.0,1371.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1624,0,1.0,28.0,1985.0,4.0,1,0,1.0,1010.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1625,1,1.0,265.0,2009.0,4.0,1,0,1.0,84.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1626,1,1.0,272.0,2011.0,4.0,0,1,1.0,39.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1627,1,1.0,142.0,1994.0,5.0,1,0,1.0,9.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1628,1,1.0,328.0,2018.0,6.0,1,1,4.0,105.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1629,0,1.0,546.0,2014.0,0.0,1,1,1.0,58.0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
1630,0,1.0,273.0,2013.0,4.0,1,1,1.0,84.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1631,0,1.0,369.0,2010.0,4.0,1,1,1.0,39.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1632,0,1.0,159.0,2018.0,4.0,0,0,1.0,1371.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1633,0,1.0,483.0,2016.0,0.0,1,1,3.0,1371.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1634,0,1.0,28.0,2001.0,0.0,1,1,1.0,84.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
1635,1,1.0,1033.0,0.0,0.0,1,0,1.0,162.0,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
1636,0,0.0,2092.0,2010.0,0.0,1,1,4.0,9.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1637,1,1.0,191.0,2010.0,1.0,0,1,1.0,5.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
1638,0,1.0,801.0,2012.0,0.0,1,1,2.0,1010.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1639,1,1.0,22.0,2010.0,4.0,1,1,1.0,2.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1640,0,1.0,1144.0,2017.0,0.0,1,1,1.0,1010.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1641,0,1.0,1117.0,2010.0,1.0,1,1,1.0,1.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1642,0,1.0,1505.0,2011.0,0.0,1,1,2.0,1010.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1643,0,1.0,760.0,2007.0,0.0,1,1,1.0,10.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1644,1,1.0,62.0,2009.0,4.0,0,1,2.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1645,1,1.0,6.0,2006.0,4.0,0,0,1.0,219.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1646,0,1.0,184.0,2009.0,3.0,0,1,2.0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1647,1,1.0,565.0,2013.0,0.0,1,1,1.0,10.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1648,1,1.0,159.0,2008.0,4.0,0,1,1.0,11.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1649,0,1.0,604.0,2007.0,5.0,1,1,1.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1650,1,1.0,115.0,2007.0,4.0,0,1,1.0,17.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1651,1,1.0,70.0,2009.0,4.0,0,1,1.0,3.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1652,0,1.0,581.0,2012.0,4.0,1,1,1.0,1371.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1653,0,1.0,112.0,2009.0,0.0,1,0,1.0,7.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
1654,0,1.0,361.0,2008.0,0.0,1,1,1.0,43.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
1655,0,1.0,2213.0,0.0,4.0,1,1,3.0,105.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1656,0,1.0,264.0,2002.0,4.0,1,1,1.0,105.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1657,1,1.0,41.0,2000.0,4.0,0,0,1.0,22.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1658,0,1.0,513.0,2010.0,4.0,1,1,1.0,105.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
1659,1,1.0,70.0,2009.0,1.0,1,0,1.0,1371.0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1660,0,1.0,179.0,2013.0,2.0,1,1,1.0,43.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1661,1,1.0,18.0,2011.0,0.0,1,0,1.0,111.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1662,0,1.0,207.0,2009.0,0.0,1,0,1.0,11.0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1663,1,1.0,12.0,2010.0,0.0,0,1,1.0,58.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1664,1,1.0,66.0,2012.0,4.0,0,1,1.0,36.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1665,0,1.0,724.0,2012.0,4.0,1,1,1.0,82.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1666,1,1.0,62.0,2021.0,0.0,0,1,3.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
1667,0,1.0,325.0,2008.0,0.0,1,1,1.0,108.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1668,1,1.0,7.0,2002.0,1.0,0,0,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1669,0,1.0,374.0,0.0,1.0,1,1,1.0,8.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1670,1,1.0,21.0,2009.0,4.0,0,1,1.0,105.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1671,1,1.0,70.0,2008.0,0.0,0,0,1.0,1010.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1672,1,1.0,44.0,2014.0,0.0,1,1,1.0,12.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1673,1,1.0,111.0,2009.0,4.0,0,0,1.0,61.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1674,1,1.0,13.0,2015.0,0.0,1,1,3.0,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1675,0,1.0,626.0,2014.0,6.0,1,1,1.0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1676,0,1.0,135.0,2002.0,0.0,1,1,1.0,19.0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
1677,0,1.0,250.0,1993.0,4.0,1,1,1.0,15.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1678,0,1.0,245.0,2012.0,0.0,1,0,1.0,84.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1679,1,1.0,8.0,0.0,4.0,0,1,1.0,84.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1680,1,1.0,142.0,0.0,0.0,0,1,1.0,162.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1681,1,1.0,322.0,2012.0,4.0,0,1,1.0,1.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1682,1,1.0,137.0,2008.0,4.0,0,1,1.0,84.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1683,1,1.0,124.0,2011.0,4.0,0,1,1.0,3.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1684,0,1.0,587.0,2010.0,0.0,1,1,1.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1685,1,1.0,18.0,2005.0,5.0,1,0,1.0,37.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1686,1,1.0,124.0,1982.0,4.0,0,1,1.0,3.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1687,1,1.0,1066.0,2010.0,4.0,0,1,1.0,48.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
1688,1,1.0,59.0,2005.0,0.0,0,1,1.0,44.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
1689,1,1.0,452.0,2012.0,4.0,0,1,2.0,1010.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1690,0,1.0,2786.0,2014.0,3.0,1,0,1.0,84.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1691,1,1.0,77.0,2010.0,0.0,0,0,1.0,1010.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1692,1,1.0,2760.0,2008.0,0.0,1,0,1.0,1010.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1693,0,1.0,4152.0,2010.0,4.0,1,0,1.0,1371.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1694,0,1.0,481.0,2016.0,4.0,1,0,1.0,21.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1695,0,1.0,452.0,2008.0,4.0,1,1,1.0,18.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1696,1,1.0,25.0,1993.0,4.0,0,1,1.0,96.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1697,1,1.0,55.0,2012.0,1.0,0,1,1.0,39.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1698,1,1.0,103.0,2006.0,0.0,0,1,1.0,5.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1699,1,1.0,44.0,1999.0,0.0,0,1,2.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1700,0,1.0,307.0,2016.0,2.0,1,1,1.0,1010.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1701,0,1.0,371.0,2005.0,0.0,1,1,1.0,1010.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1702,1,1.0,66.0,2013.0,1.0,0,1,4.0,84.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
1703,0,1.0,181.0,2008.0,1.0,0,1,1.0,44.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1704,0,1.0,37.0,2019.0,0.0,1,1,3.0,1371.0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1705,1,1.0,192.0,2012.0,0.0,0,0,1.0,84.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1706,1,1.0,98.0,2003.0,4.0,0,0,1.0,96.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1707,0,1.0,158.0,2007.0,7.0,1,1,2.0,96.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1708,1,1.0,246.0,2005.0,4.0,0,1,1.0,6.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1709,1,1.0,0.0,1996.0,4.0,0,1,2.0,1010.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1710,1,1.0,16.0,0.0,0.0,0,1,2.0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1711,0,1.0,383.0,0.0,0.0,1,0,1.0,19.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1712,0,1.0,261.0,2017.0,0.0,1,1,3.0,1010.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1713,1,1.0,261.0,0.0,0.0,0,0,1.0,1371.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1714,1,1.0,1342.0,2007.0,1.0,1,1,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1715,0,1.0,1486.0,2007.0,1.0,1,1,1.0,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1716,1,1.0,118.0,2011.0,0.0,0,0,1.0,14.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1717,0,1.0,586.0,0.0,7.0,1,1,1.0,1371.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1718,0,1.0,682.0,2010.0,4.0,1,1,2.0,41.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1719,1,1.0,115.0,2013.0,0.0,0,1,1.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
1720,0,1.0,2821.0,2009.0,0.0,1,1,3.0,9.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1721,1,1.0,100.0,2016.0,0.0,0,1,1.0,36.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
1722,1,1.0,394.0,2018.0,0.0,0,1,2.0,68.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1723,1,1.0,51.0,2007.0,4.0,0,1,1.0,16.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
1724,0,1.0,256.0,2016.0,0.0,1,0,1.0,1010.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1725,0,1.0,320.0,2008.0,0.0,1,0,1.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1726,1,1.0,53.0,2012.0,0.0,0,1,1.0,36.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1727,1,1.0,82.0,2012.0,0.0,0,1,1.0,18.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1728,1,1.0,78.0,2012.0,1.0,0,1,1.0,3.0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
1729,1,1.0,391.0,0.0,7.0,0,1,1.0,84.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1730,1,1.0,164.0,2013.0,0.0,0,1,3.0,1010.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1731,0,1.0,2098.0,2018.0,0.0,1,0,1.0,1371.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1732,0,1.0,164.0,2006.0,0.0,1,1,1.0,3.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1733,1,1.0,255.0,0.0,0.0,0,1,4.0,1371.0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1734,0,1.0,348.0,0.0,4.0,1,1,1.0,1.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1735,0,1.0,279.0,2014.0,0.0,1,0,1.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1736,0,1.0,168.0,2000.0,4.0,1,1,1.0,28.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1737,0,1.0,1106.0,2015.0,1.0,1,1,5.0,84.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1738,1,1.0,489.0,2016.0,0.0,0,1,1.0,35.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1739,0,1.0,95.0,2015.0,0.0,1,1,1.0,1010.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1740,1,1.0,248.0,2014.0,0.0,0,0,1.0,105.0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1741,1,1.0,204.0,2012.0,0.0,0,1,1.0,82.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1742,0,1.0,942.0,2008.0,0.0,1,1,1.0,105.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1743,0,1.0,302.0,2015.0,1.0,1,1,1.0,84.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1744,0,1.0,884.0,2014.0,4.0,1,1,1.0,96.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1745,1,1.0,221.0,2014.0,4.0,0,1,1.0,36.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1746,1,1.0,234.0,2010.0,4.0,0,1,1.0,162.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1747,0,1.0,183.0,2005.0,0.0,1,1,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1748,1,1.0,0.0,2014.0,7.0,0,1,1.0,61.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1749,1,1.0,10.0,2007.0,4.0,0,1,1.0,105.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1750,0,1.0,266.0,2009.0,4.0,1,1,1.0,2.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
1751,0,1.0,346.0,2010.0,4.0,1,1,1.0,44.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1752,1,1.0,66.0,2011.0,4.0,0,0,1.0,91.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1753,1,1.0,99.0,0.0,2.0,0,1,1.0,61.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1754,0,1.0,188.0,2007.0,0.0,1,1,1.0,84.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1755,1,1.0,25.0,2010.0,0.0,1,1,1.0,1010.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1756,0,1.0,96.0,2006.0,0.0,1,0,1.0,84.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
1757,1,1.0,382.0,0.0,4.0,0,1,1.0,5.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1758,1,1.0,339.0,2014.0,4.0,0,1,1.0,1010.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1759,0,1.0,394.0,2011.0,4.0,1,1,2.0,18.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1760,1,1.0,40.0,1990.0,4.0,0,1,1.0,4.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1761,0,1.0,230.0,0.0,4.0,1,1,3.0,84.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1762,1,1.0,181.0,0.0,0.0,0,1,2.0,84.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1763,1,1.0,102.0,2001.0,0.0,0,0,1.0,1010.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1764,0,1.0,3740.0,2013.0,4.0,1,1,1.0,8.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1765,1,1.0,257.0,2014.0,0.0,0,0,1.0,8.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
1766,1,1.0,16.0,1997.0,4.0,0,0,1.0,219.0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1767,0,1.0,1506.0,2012.0,1.0,0,1,2.0,68.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1768,1,1.0,23.0,0.0,4.0,0,1,1.0,1371.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1769,1,1.0,74.0,2015.0,4.0,0,1,1.0,84.0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
1770,0,1.0,511.0,2016.0,0.0,1,1,2.0,219.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1771,1,1.0,121.0,2009.0,4.0,0,0,1.0,1010.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
1772,0,1.0,672.0,2011.0,4.0,1,1,1.0,108.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1773,1,1.0,1.0,2014.0,4.0,1,1,1.0,14.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1774,0,1.0,602.0,2010.0,6.0,1,1,1.0,162.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1775,0,1.0,643.0,2010.0,1.0,1,1,1.0,1371.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1776,0,1.0,110.0,2015.0,0.0,1,1,1.0,162.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1777,1,1.0,233.0,2012.0,4.0,0,1,2.0,82.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1778,0,1.0,585.0,2015.0,1.0,1,0,1.0,1010.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1779,0,1.0,538.0,2019.0,0.0,1,1,1.0,1371.0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1780,1,1.0,135.0,2007.0,0.0,1,0,1.0,68.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1781,1,1.0,169.0,2009.0,4.0,0,0,1.0,8.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1782,1,1.0,34.0,0.0,4.0,0,1,1.0,219.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
1783,0,1.0,102.0,2013.0,0.0,1,0,1.0,84.0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
1784,0,1.0,113.0,2006.0,4.0,0,1,1.0,9.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
1785,1,1.0,40.0,2011.0,4.0,0,0,1.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1786,1,1.0,183.0,2006.0,4.0,0,1,1.0,19.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1787,0,1.0,247.0,2015.0,0.0,1,1,2.0,1371.0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
1788,0,1.0,140.0,2001.0,4.0,1,1,1.0,162.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1789,0,1.0,302.0,2010.0,0.0,1,0,1.0,68.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1790,1,1.0,68.0,2003.0,4.0,0,0,1.0,5.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1791,1,1.0,790.0,2015.0,4.0,1,0,1.0,1371.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1792,0,1.0,369.0,2017.0,0.0,1,0,1.0,1010.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1793,0,1.0,195.0,2013.0,0.0,1,1,1.0,111.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
1794,0,1.0,204.0,2002.0,4.0,1,0,1.0,30.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1795,1,1.0,294.0,2012.0,1.0,0,0,1.0,1371.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1796,1,1.0,146.0,2007.0,0.0,0,1,2.0,105.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1797,1,1.0,7290.0,2005.0,1.0,0,1,2.0,90.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1798,1,1.0,285.0,2016.0,4.0,0,1,1.0,68.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
1799,1,1.0,441.0,2012.0,0.0,1,1,3.0,1010.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1800,0,1.0,459.0,2009.0,0.0,1,1,4.0,9.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1801,1,1.0,765.0,0.0,0.0,0,1,3.0,61.0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
1802,0,1.0,94.0,2005.0,0.0,1,1,1.0,1371.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
1803,1,1.0,869.0,2007.0,0.0,1,1,1.0,3.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1804,1,1.0,74.0,2010.0,4.0,0,1,1.0,84.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1805,1,1.0,147.0,2009.0,0.0,0,0,1.0,96.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1806,0,1.0,303.0,2007.0,4.0,1,0,1.0,84.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
